Biomarker	Function	Somatic_or_Germline_alteration	Alteration	Biomarker_basket
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
STAT5B	Gain-of-function	Somatic	SNV/indel	OTH
STAT5B	Gain-of-function	Somatic	SNV/indel	OTH
EZH2	Gain-of-function	Somatic	SNV/indel	OTH
SOCS1	Loss-of-function	Somatic	SNV/indel	IE
TMB	Composite biomarker	Somatic	Positive	IE
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CD274	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
MSH6	Loss-of-function	Germline	SNV/indel	DDR
TMB	Composite biomarker	Germline	Positive	IE
XPA	Loss-of-function	Germline	NA	OTH
NA	NA	NA	NA	NA
CD274	Gain-of-function	Somatic	Gain	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
JAK2	Gain-of-function	Somatic	Gain	TK
JAK2	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
NAB2	NA	Somatic	Fusion	OTH
STAT6	Gain-of-function	Somatic	Fusion	OTH
LAG3	Gain-of-function	Somatic	Overexpression	IE
BRIP1	Loss-of-function	Germline	NA	DDR
FLT3	Gain-of-function	Somatic	Gain	TK
FLT3	Gain-of-function	Somatic	SNV/indel	TK
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Underexpression	PAM
ERBB3	Gain-of-function	Somatic	Overexpression	TK
ERBB4	Gain-of-function	Somatic	Overexpression	TK
ALK	Gain-of-function	Somatic	SNV/indel	TK
BRCA2	Loss-of-function	Germline	NA	DDR
BARD1	Loss-of-function	Germline	SNV/indel	OTH
SBS3	Composite biomarker	Germline	Mutational signature	DDR
TMB	Composite biomarker	Somatic	Positive	IE
MUTYH	Loss-of-function	Germline	NA	DDR
HGF	Gain-of-function	Somatic	SNV/indel	TK
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
FGFR2	Gain-of-function	Somatic	Gain	TK
CLDN18	Gain-of-function	Somatic	Overexpression	IE
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
NA	NA	NA	NA	NA
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	NA	Positive	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
RASA1	Loss-of-function	Somatic	SNV/indel	RME
RASA2	Loss-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
RASA1	Loss-of-function	Somatic	SNV/indel	RME
RASA2	Loss-of-function	Somatic	SNV/indel	RME
KMT2D	Loss-of-function	Somatic	SNV/indel	OTH
MYCN	Gain-of-function	Somatic	Gain	OTH
RICTOR	Gain-of-function	Somatic	Gain	PAM
NA	NA	NA	NA	NA
TMB	Composite biomarker	Somatic	Positive	IE
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
TMB	Composite biomarker	Somatic	Positive	IE
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
MLH1	Loss-of-function	Germline	SNV/indel	DDR
TMB	Composite biomarker	NA	Positive	IE
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
ALK	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
ALK	Gain-of-function	Somatic	Overexpression	TK
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
MERTK	Gain-of-function	Somatic	Overexpression	TK
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
NA	NA	NA	NA	NA
ATR	Loss-of-function	Somatic	Deletion	DDR
ATRX	Loss-of-function	Somatic	SNV/indel	OTH
ATRX	Loss-of-function	Somatic	Deletion	OTH
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
PIK3CA	Gain-of-function	Somatic	Gain	PAM
CBL	Loss-of-function	Somatic	Deletion	OTH
EGFR	Gain-of-function	Somatic	Gain	TK
FGF1	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
ALK	Gain-of-function	Somatic	Overexpression	TK
EPHA5	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
ETV6	Gain-of-function	Somatic	Fusion	NA
NTRK3	Gain-of-function	Somatic	Fusion	TK
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
AR	Gain-of-function	Somatic	Overexpression	DEV
ESR1	Gain-of-function	Somatic	Overexpression	DEV
KRAS	Gain-of-function	Somatic	Gain	RME
KRAS	Gain-of-function	Somatic	Overexpression	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
MAP2K1	Gain-of-function	Somatic	Overexpression	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	Gain	RME
KRAS	Gain-of-function	Somatic	Overexpression	RME
MAP2K1	Gain-of-function	Somatic	Overexpression	RME
ERBB3	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	Gain	RME
KRAS	Gain-of-function	Somatic	Overexpression	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
GLI1	Gain-of-function	Somatic	Overexpression	DEV
SHH	Gain-of-function	Somatic	Overexpression	DEV
SMO	Gain-of-function	Somatic	Overexpression	DEV
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
LGR5	Gain-of-function	Somatic	Overexpression	DEV
LGR5	Gain-of-function	Somatic	Gain	DEV
NA	NA	NA	NA	NA
ERBB2	Gain-of-function	Somatic	SNV/indel	TK
ERBB2	Gain-of-function	Somatic	SNV/indel	TK
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
AR	Gain-of-function	Somatic	Overexpression	DEV
FOXA1	Gain-of-function	Somatic	Overexpression	NA
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
SMARCA4	Loss-of-function	Somatic	Deletion	DEV
CD274	Gain-of-function	Somatic	Gain	IE
JAK2	Gain-of-function	Somatic	Gain	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
NA	NA	NA	NA	NA
RAD51	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
ATM	Loss-of-function	Somatic	Deletion	DDR
ERBB3	Gain-of-function	Somatic	SNV/indel	TK
MAP2K1	Gain-of-function	Somatic	SNV/indel	RME
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
LAG3	Gain-of-function	Somatic	Gain	IE
TMB	Composite biomarker	Somatic	Positive	IE
TMB	Composite biomarker	Somatic	Positive	IE
TET2	Loss-of-function	Somatic	SNV/indel	OTH
NA	NA	NA	NA	NA
CDK4	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
ATM	Loss-of-function	Somatic	Underexpression	DDR
ATM	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
CHEK1	Loss-of-function	Somatic	Underexpression	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FGFR1	Gain-of-function	Somatic	Overexpression	TK
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
NRG1	Gain-of-function	Somatic	Overexpression	TK
ROS1	Gain-of-function	Somatic	Overexpression	TK
FANCA	Loss-of-function	Germline	NA	DDR
HGF	Gain-of-function	Somatic	Overexpression	TK
EP300	Loss-of-function	Somatic	SNV/indel	OTH
MYB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
BRCA2	Loss-of-function	Somatic	Deletion	DDR
MLH3	Loss-of-function	Somatic	Deletion	DDR
PALB2	Loss-of-function	Somatic	SNV/indel	DDR
RAD51B	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
XRCC3	Loss-of-function	Somatic	Deletion	DDR
FGF3	Gain-of-function	Somatic	Gain	TK
FGF4	Gain-of-function	Somatic	Gain	TK
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
ARID1B	Loss-of-function	Somatic	Deletion	NA
ARID1B	Loss-of-function	Somatic	SNV/indel	NA
PTEN	Loss-of-function	Somatic	Deletion	PAM
BRCA2	Loss-of-function	Somatic	Deletion	DDR
FANCB	Loss-of-function	Somatic	Deletion	DDR
FANCG	Loss-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
RAD51B	Loss-of-function	Somatic	Deletion	DDR
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
EGFR	Gain-of-function	Somatic	Overexpression	TK
NF2	Loss-of-function	Somatic	Deletion	PAM
NF2	Loss-of-function	Somatic	Underexpression	PAM
NF2	Loss-of-function	Somatic	Deletion	PAM
NF2	Loss-of-function	Somatic	Underexpression	PAM
NA	NA	NA	NA	NA
CD274	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
TSHR	Gain-of-function	Somatic	Overexpression	OTH
TSHR	Gain-of-function	Somatic	Gain	OTH
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
BRD2	Gain-of-function	Somatic	Gain	OTH
BRD2	Gain-of-function	Somatic	Overexpression	OTH
BRD3	Gain-of-function	Somatic	Gain	OTH
BRD3	Gain-of-function	Somatic	Overexpression	OTH
BRD4	Gain-of-function	Somatic	Overexpression	OTH
BRD4	Gain-of-function	Somatic	Gain	OTH
MYCL	Gain-of-function	Somatic	Gain	CC
MYCL	Gain-of-function	Somatic	Overexpression	CC
BRCA1	Loss-of-function	Germline	NA	DDR
ERCC5	Loss-of-function	Somatic	Deletion	DDR
PALB2	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
ERCC5	Loss-of-function	Somatic	Deletion	DDR
PALB2	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
TMB	Composite biomarker	Somatic	Positive	IE
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGF3	Gain-of-function	Somatic	Gain	TK
FGF4	Gain-of-function	Somatic	Overexpression	TK
FGF4	Gain-of-function	Somatic	Gain	TK
CCND1	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
ARID1A	Loss-of-function	Somatic	Deletion	OTH
ARID1A	Loss-of-function	Somatic	Deletion	OTH
NA	NA	NA	NA	NA
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
SS18	Loss-of-function	Somatic	Fusion	OTH
SSX1	Loss-of-function	Somatic	Fusion	OTH
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
NA	NA	NA	NA	NA
ATRX	Loss-of-function	Somatic	SNV/indel	OTH
BRCA2	Loss-of-function	Germline	Deletion	DDR
BRCA2	Loss-of-function	Germline	SNV/indel	DDR
HRD	Composite biomarker	Germline	Positive	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Underexpression	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Underexpression	PAM
ATRX	Loss-of-function	Somatic	SNV/indel	OTH
BRCA2	Loss-of-function	Germline	NA	DDR
BRCA2	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
CLDN18	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
MDM2	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
NA	NA	NA	NA	NA
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
COL1A1	Gain-of-function	Somatic	Fusion	NA
COL1A1	Gain-of-function	Somatic	Overexpression	NA
PDGFB	Gain-of-function	Somatic	Fusion	TK
PDGFB	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
RAD51AP1	Loss-of-function	Somatic	SNV/indel	DDR
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FLT3	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Overexpression	TK
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2C	Loss-of-function	Somatic	SNV/indel	CC
FGFR4	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
ARID1A	Loss-of-function	Somatic	Underexpression	OTH
KMT2C	Loss-of-function	Somatic	Underexpression	OTH
PBRM1	Loss-of-function	Somatic	Underexpression	OTH
SMARCB1	Loss-of-function	Somatic	Underexpression	DEV
GNAQ	Gain-of-function	Somatic	SNV/indel	RME
GNAQ	Gain-of-function	Somatic	SNV/indel	RME
GNAQ	Gain-of-function	Somatic	SNV/indel	RME
ALK	Gain-of-function	Somatic	Overexpression	TK
MET	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Gain	IE
TMB	Composite biomarker	Somatic	Positive	IE
JAK3	Gain-of-function	Somatic	SNV/indel	TK
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
SBS3	Composite biomarker	Germline	Mutational signature	DDR
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
NA	NA	Germline	NA	NA
ABL1	Gain-of-function	Somatic	Fusion	RME
ABL1	Gain-of-function	Somatic	Overexpression	RME
RASSF3	Gain-of-function	Somatic	Fusion	NA
RASSF3	Gain-of-function	Somatic	Overexpression	NA
RPTOR	Gain-of-function	Somatic	SNV/indel	PAM
RPTOR	Gain-of-function	Somatic	Overexpression	PAM
CCND3	Gain-of-function	Somatic	Gain	CC
CCND3	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
ALK	Gain-of-function	Somatic	Overexpression	TK
CTLA4	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
EPHA5	Gain-of-function	Somatic	Fusion	TK
EPHA5	Gain-of-function	Somatic	Overexpression	TK
YWHAE	Gain-of-function	Somatic	Overexpression	OTH
YWHAE	Gain-of-function	Somatic	Fusion	OTH
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
ATM	Loss-of-function	Somatic	SNV/indel	DDR
NBN	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
NBN	Loss-of-function	Germline	NA	DDR
HGF	Gain-of-function	Somatic	Overexpression	TK
MET	Gain-of-function	Somatic	Overexpression	TK
ABL2	Gain-of-function	Somatic	Overexpression	RME
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FYN	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
RAD51B	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
BRCA1	Loss-of-function	Somatic	SNV/indel	DDR
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
MYC	Gain-of-function	Somatic	Gain	CC
ERBB4	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
EZH2	Gain-of-function	Somatic	SNV/indel	OTH
NA	NA	NA	NA	NA
ERBB3	Gain-of-function	Somatic	SNV/indel	TK
ARHGAP6	Gain-of-function	Somatic	SNV/indel	TK
RHOA	Gain-of-function	Somatic	SNV/indel	OTH
RET	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	SNV/indel	TK
RET	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	SNV/indel	TK
DLL3	Gain-of-function	Somatic	Overexpression	DEV
NOTCH1	Gain-of-function	Somatic	Underexpression	DEV
NOTCH2	Gain-of-function	Somatic	Underexpression	DEV
ASCL1	Gain-of-function	Somatic	Overexpression	OTH
BCL2	Gain-of-function	Somatic	Overexpression	OTH
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
PIK3R1	Loss-of-function	Somatic	SNV/indel	PAM
DDR1	Gain-of-function	Somatic	Overexpression	TK
EGFR	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
MYB	Gain-of-function	Somatic	Fusion	OTH
NFIB	Gain-of-function	Somatic	Fusion	OTH
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
CD274	Gain-of-function	Somatic	Overexpression	IE
BRCA1	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
FGFR2	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
PIK3C2B	Gain-of-function	Somatic	SNV/indel	NA
PIK3CB	Gain-of-function	Somatic	SNV/indel	NA
PTEN	Loss-of-function	Somatic	Deletion	PAM
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
CTNNB1	Gain-of-function	Somatic	SNV/indel	DEV
MAFB	Gain-of-function	Somatic	Overexpression	NA
NA	NA	Germline	NA	NA
CD274	Gain-of-function	Somatic	Overexpression	IE
CD274	Gain-of-function	Somatic	Gain	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
NF2	Loss-of-function	Somatic	Underexpression	PAM
MCL1	Gain-of-function	Somatic	Overexpression	CC
AKT2	Gain-of-function	Somatic	SNV/indel	PAM
CD274	Gain-of-function	Somatic	Underexpression	IE
MAGEA3	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
TPTE	Gain-of-function	Somatic	Overexpression	IE
MYCN	Gain-of-function	Somatic	Overexpression	OTH
BRCA1	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
MAGEA3	Gain-of-function	Somatic	Overexpression	IE
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
TMB	Composite biomarker	Somatic	Positive	IE
TPTE	Gain-of-function	Somatic	Overexpression	IE
BRCA1	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
EGFR	Gain-of-function	Somatic	Overexpression	TK
EGFR	Gain-of-function	Somatic	Gain	TK
ERBB3	Gain-of-function	Somatic	Gain	TK
ERBB3	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
NRG3	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
SRC	Gain-of-function	Somatic	Overexpression	TK
SRC	Gain-of-function	Somatic	Gain	TK
NA	NA	NA	NA	NA
FLT3	Gain-of-function	Somatic	SNV/indel	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
TMB	Composite biomarker	Somatic	Positive	IE
ERBB4	Gain-of-function	Somatic	SNV/indel	TK
BAP1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
SS18	Loss-of-function	Somatic	Fusion	OTH
SSX1	Loss-of-function	Somatic	Fusion	OTH
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
NA	NA	NA	NA	NA
ARAF	Gain-of-function	Somatic	Gain	RME
BRAF	Gain-of-function	Somatic	Overexpression	RME
ALK	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
SS18	Loss-of-function	Somatic	Fusion	OTH
SSX1	Loss-of-function	Somatic	Fusion	OTH
FGF3	Gain-of-function	Somatic	Overexpression	TK
GLI1	Gain-of-function	Somatic	Overexpression	DEV
GLI2	Gain-of-function	Somatic	Overexpression	DEV
GLI3	Gain-of-function	Somatic	Overexpression	DEV
SHH	Gain-of-function	Somatic	Overexpression	DEV
SMO	Gain-of-function	Somatic	Overexpression	DEV
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Negative	IE
TSC2	Loss-of-function	Somatic	SNV/indel	PAM
ROS1	Gain-of-function	Somatic	Overexpression	TK
NRG1	Gain-of-function	Somatic	Overexpression	TK
ASPSCR1	Gain-of-function	Somatic	Fusion	OTH
TFE3	Gain-of-function	Somatic	Fusion	OTH
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR3	Gain-of-function	Somatic	Gain	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
MAP2K1	Gain-of-function	Somatic	Overexpression	RME
MAP2K2	Gain-of-function	Somatic	Overexpression	RME
MAPK4	Gain-of-function	Somatic	Overexpression	NA
BRCA2	Loss-of-function	Somatic	Deletion	DDR
FANCF	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
PARP2	Gain-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
XRCC2	Loss-of-function	Somatic	Deletion	DDR
ABL1	Gain-of-function	Somatic	Overexpression	RME
FGFR1	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Gain	TK
NTRK1	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
GLI1	Gain-of-function	Somatic	Overexpression	DEV
